  63.8987, -88.1211
  60.7592, -89.0081
  59.0507, -89.9293
  57.8534, -90.6675
  56.8359, -89.7419
  56.0341, -89.8153
  55.3734, -90.2275
  54.7752, -89.7827
  54.2330, -90.0441
  53.7682, -89.9728
  53.3382, -89.8152
  52.9580, -90.0415
  52.6060, -89.8400
  52.2591, -89.9157
  51.9285, -89.8316
  51.6348, -90.1655
  51.3496, -89.7765
  51.0807, -89.7865
  50.8118, -89.7565
  50.5728, -89.6257
  50.3193, -89.7447
  50.1015, -89.6515
  49.8783, -89.5201
  49.6578, -89.5176
  49.4321, -89.5788
  49.2289, -89.5382
  49.0254, -89.4569
  48.8284, -89.3875
  48.6417, -89.3311
  48.4311, -89.2179
  48.2483, -89.1823
  48.0612, -89.2099
  47.8685, -89.1679
  47.6997, -89.1202
  47.5090, -88.9980
  47.3118, -88.8512
  47.1363, -88.8679
  46.9557, -88.8400
  46.7734, -88.7562
  46.5865, -88.6019
  46.3977, -88.4903
  46.2070, -88.4806
  46.0276, -88.4005
  45.8510, -88.3015
  45.6571, -88.2134
  45.4575, -88.0841
  45.2601, -87.7837
  45.0701, -87.6734
  44.8680, -87.6145
  44.6584, -87.4879
  44.4456, -87.2891
  44.2319, -87.0902
  44.0029, -86.9644
  43.7816, -86.6100
  43.5434, -86.3491
  43.2878, -86.1668
  43.0354, -85.9730
  42.7589, -85.5076
  42.4718, -85.2215
  42.1850, -84.6489
  41.8660, -84.2944
  41.5454, -83.5407
  41.1803, -83.0340
  40.7939, -82.1103
  40.3756, -81.2099
  39.9459, -80.1505
  39.4400, -78.7766
  38.8942, -77.0635
  38.2753, -74.3247
  37.5745, -71.1431
  36.7393, -67.1079
  35.7276, -60.1640
  34.6975, -48.4677
  33.5180, -30.5323
  32.9481,  -3.7499
  33.4087,  24.2471
  34.5449,  43.6655
  35.6466,  55.3801
  36.6689,  61.9521
  37.4649,  67.2551
  38.2034,  70.3658
  38.8227,  72.4507
  39.3752,  74.3299
  39.8837,  75.6758
  40.3180,  76.8830
  40.7388,  77.8786
  41.1175,  78.6186
  41.4649,  79.2237
  41.8136,  79.6295
  42.1042,  80.1177
  42.4082,  80.8064
  42.7075,  81.1009
  42.9586,  81.3859
  43.2176,  81.6710
  43.4647,  81.8948
  43.7247,  82.1661
  43.9369,  82.2589
  44.1708,  82.5697
  44.3727,  82.7142
  44.5938,  82.9195
  44.7959,  82.9274
  44.9922,  83.0466
  45.1926,  83.0595
  45.3858,  83.0587
  45.5699,  83.1923
  45.7570,  83.2199
  45.9370,  83.4275
  46.1184,  83.3210
  46.3072,  83.3868
  46.4813,  83.4636
  46.6655,  83.4096
  46.8368,  83.4810
  47.0165,  83.3779
  47.1977,  83.3916
  47.3775,  83.3443
  47.5464,  83.1965
  47.7327,  83.2265
  47.9105,  83.1094
  48.0944,  83.0834
  48.2792,  83.0106
  48.4646,  82.8964
  48.6581,  82.7229
  48.8401,  82.6965
  49.0381,  82.4332
  49.2308,  82.2024
  49.4458,  82.1777
  49.6409,  81.9987
  49.8601,  81.8370
  50.0614,  81.5084
  50.3119,  81.1497
  50.5494,  80.9120
  50.7888,  80.3405
  51.0158,  80.1933
  51.2805,  79.7709
  51.5642,  79.3536
  51.8449,  78.5153
  52.1368,  77.8825
  52.4715,  76.9499
  52.8076,  76.2737
  53.1641,  75.2857
  53.5636,  74.0880
  54.0008,  72.4257
  54.4453,  70.5756
  54.9306,  68.3148
  55.5045,  65.2388
  56.0971,  61.5967
  56.8033,  56.3137
  57.5281,  49.2493
  58.2728,  39.4490
  59.0485,  24.6032
  59.4132,   6.1302
  59.2981, -14.5438
  58.7747, -31.1544
  58.0410, -43.7774
